AccountNo,Year,Make,Model,VIN,Odometer,SaleDate,TypeDeal,APR,CurrentBalance,AmtToFinance,FirstPayDueDate,PaymentAmount,LastPayAmount,Down,NextPaymentDate,LastPaymentDate,NumberOfPayments,PaymentTerms,PaymentPeriod,NumberTradins,OpenBalance,TotalSalePrice,TotalOfPayments,TradeIn,TradeACV,TradePayoff,FinanceCharge,PrinCollected,IntCollected,SaleNo,Address,City,State,Zip
15768,2012,Chrysler,200,1C3CCBBB4CN124914,0,12/11/2019,BS,29.8,6912.63,10062.62,12/27/2019,201.05,0,1200,4/3/2020,3/20/2020,75,75 BI-WEEKLY,BI-WEEKLY,0,10062.62,16278.75,15078.75,0,0,0,5016.13,599.99,787.26,3700,3901 TREE MOUNTAIN PKWY,Stone Mountain,GA,30083-
15769,2010,DODGE,Journey,3D4PG5FV3AT150069,158361,2/17/2020,BS,29.8,2985.44,8984.95,3/2/2020,183.96,0,1200,3/28/2022,3/14/2022,72,72 BI-WEEKLY,BI-WEEKLY,0,8984.95,14445.12,13245.12,0,0,0,4260.17,5999.51,3934.33,3893,4071 NORTHRIDGE WAY,Norcross,GA,30093-
15772,2007,Honda,Pilot,5FNYF18597B011775,0,1/11/2020,BS,29.8,6776.04,9930.05,1/25/2020,217.51,0,1300,2/8/2020,1/25/2020,65,65 BI-WEEKLY,BI-WEEKLY,0,9930.05,15438.15,14138.15,0,0,0,4208.1,104.01,113.5,3792,2627 PATRIOTS RD,Riverdale,GA,30296
15773,2012,Nissan,Altima,1N4AL2AP4CC165092,0,4/4/2020,BS,29.8,5583.38,7720.82,4/18/2020,169.12,0,1000,5/16/2020,5/6/2020,65,65 BI-WEEKLY,BI-WEEKLY,0,7720.82,11992.8,10992.8,0,0,0,3271.98,137.44,200.83,4088,728 DEER LAKE TRL,Stone Mountain,GA,30087-
15774,2013,Nissan,Altima,1N4AL3AP6DN515785,0,11/24/2020,BS,29.8,8766.54,12359.28,12/26/2020,244.1,0,1000,1/9/2021,12/9/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,12859.28,20539.8,19539.8,0,0,0,6680.52,92.74,151.36,4750,645 ALCOVY WOODS DR,Lawrenceville,GA,30045-
15775,2012,Ford,Fusion,3FAHP0HGXCR249030,0,3/21/2020,BS,29.8,0,6765.92,4/4/2020,148.2,0,1500,5/16/2020,4/28/2020,65,65 BI-WEEKLY,BI-WEEKLY,0,6765.92,11133,9633,0,0,0,2867.08,239.29,205.31,4058,150 PEYTON PLACE,Atlanta,GA,30311-
15776,2008,Lexus,ES 350,JTHBJ46GX82198019,0,1/17/2020,BS,29.8,5726.34,10596.68,1/22/2020,215.36,0,1700,9/2/2020,9/18/2020,72,72 BI-WEEKLY,BI-WEEKLY,0,10596.68,17205.92,15505.92,0,0,0,4909.24,1570.34,1962.32,3813,3662 FRED WALKER DRIVE SW,Smyrna,GA,30082-
15778,2009,Toyota,Camry,4T1BE46K89U390681,0,12/7/2019,BS,29.8,6518.22,9364.75,1/4/2020,207.48,0,940,12/19/2020,12/5/2020,65,65 BI-WEEKLY,BI-WEEKLY,0,9814.75,14876.2,13936.2,0,0,0,4121.45,2846.53,2340.47,3696,3501 HARVEST GROVE LN,Conyers,GA,30013-
15779,2011,Hyundai,Sonata,5NPEB4AC0BH168369,0,1/2/2020,BS,29.8,3586.43,6720.82,1/17/2020,140.26,0,1500,10/23/2020,10/8/2020,70,70 BI-WEEKLY,BI-WEEKLY,0,6720.82,11318.2,9818.2,0,0,0,3097.38,1434.39,1375.55,3768,985 TRIUNE MILL ROAD,Thomaston,GA,30286-
15781,2014,Nissan,Altima,1N4AL3AP5EC268109,0,1/10/2020,BS,29.8,4795.63,9833.58,1/24/2020,201.33,0,1500,8/21/2020,7/31/2020,72,72 BI-WEEKLY,BI-WEEKLY,0,9833.58,15995.76,14495.76,0,0,0,4662.18,1537.95,1555.26,3786,6212 NIXION CIR,Covington,GA,30014-
15782,2009,Nissan,Murano,JN8AZ18U19W031621,0,12/13/2019,BS,29.8,6447.91,11015.5,12/27/2019,229.7,0,1800,1/24/2020,1/24/2020,70,70 BI-WEEKLY,BI-WEEKLY,0,11015.5,17879,16079,0,0,0,5063.5,217.59,375.63,3707,3410 HOMEWARD TRL,Ellenwood,GA,30294-
15785,2014,Volkswagen,Jetta,3VW2K7AJ6EM424688,0,1/11/2020,BS,29.8,6092.07,10977.2,1/25/2020,224.75,0,1300,11/14/2020,11/25/2020,72,72 BI-WEEKLY,BI-WEEKLY,0,10977.2,17482,16182,0,0,0,5204.8,2185.13,2494.87,3788,1210 PALISADES LN,Ellenwood,GA,30294-
15786,2015,Volkswagen,Jetta,3VWD17AJ7FM296300,0,1/11/2020,BS,29.8,4481.64,11014.2,1/25/2020,225.51,0,1600,10/3/2020,9/22/2020,72,72 BI-WEEKLY,BI-WEEKLY,0,11014.2,17836.72,16236.72,0,0,0,5222.52,2032.56,2026.62,3794,107 MAGONOLA CIR,Jonesboro,GA,30236-
15787,2015,Dodge,Dart,1C3CDFBB4FD194041,0,1/28/2020,OK,29.8,0,10814.67,2/11/2020,210.48,0,1500,2/11/2020,2/18/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11314.67,18417.44,16917.44,0,0,0,5602.77,0,0,3840,2592 CANDLER WOODS DR,Decatur,GA,30032-
15788,2013,Chevrolet,Malibu,1G11F5RR3DF110988,0,1/18/2020,O,0,0,8478,1/18/2020,8478,0,0,1/18/2020,,1,1 MONTHLY,MONTHLY,1,0,8478,8478,8591.39,3500,8591.39,0,0,0,3809,473 VILLAGE WAY,Loganville,GA,30052-
15789,2016,Hyundai,Elantra,5NPDH4AE9GH760551,0,2/10/2020,BS,29.8,4403.72,11035.3,2/24/2020,214,98.14,2000,4/5/2021,4/19/2021,78,78 BI-WEEKLY,BI-WEEKLY,0,11035.3,18790.14,16790.14,0,0,0,5754.84,2531.58,3450.4,3796,3017 MEDINA DR,Jonesboro,GA,30236-
15790,2016,Chrysler,200,1C3CCCAB5GN105978,0,1/31/2020,OK,22.99,471,12833.75,3/1/2020,410,121.22,1100,3/1/2020,2/6/2020,48,48 MONTHLY,MONTHLY,0,13733.75,21801.22,20701.22,0,0,0,6967.47,0,0,3851,2443 MARSH RABBIT BND,Decatur,GA,30035-
15791,2013,Nissan,Altima,1N4AL3AP3DC295369,0,1/31/2020,BS,29.8,4737.52,11180.28,2/14/2020,217.6,0,1700,2/25/2022,2/11/2022,78,78 BI-WEEKLY,BI-WEEKLY,0,11580.28,19072.8,17372.8,0,0,0,5792.52,6442.76,5090.04,3847,1075 NORTH HAIRSTON RD,Stone Mountain,GA,30083-
15792,2008,Acura,MDX,2HNYD282X8H529952,0,2/26/2020,BS,29.8,6802.24,11903.85,3/6/2020,230.73,0,1800,5/15/2020,5/29/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,12503.85,20396.94,18596.94,0,0,0,6093.09,501.61,744.96,3938,64 TREEVIEW DR,LITHONIA,GA,30038-
15793,2007,Acura,MDX,2HNYD28887H506107,0,1/6/2020,BS,29.8,2926.6,12493.6,1/17/2020,280.29,0,1800,4/3/2022,3/3/2022,65,65 SEMI-MONTHLY,SEMI-MONTHLY,0,12493.6,20018.85,18218.85,0,0,0,5725.25,9567,5329.09,3774,220 BRIARPATCH COURT,Stockbridge,GA,30281
15795,2011,Volkswagen,Jetta,3VWDX7AJ1BM345242,0,1/15/2020,BS,29.8,7190.91,10523,1/24/2020,218.53,0,300,5/15/2020,5/27/2020,70,70 BI-WEEKLY,BI-WEEKLY,1,10723,15797.1,15497.1,10121.15,2800,10121.15,4774.1,682.09,1101.1,3805,2605 EMBARACADERO DR,Lithonia,GA,30058-
15796,2017,Nissan,Altima,1N4AL3AP2HC192904,71502,2/1/2020,OK,22.99,0,15167.67,3/1/2020,390.07,0,2000,3/1/2020,2/13/2020,72,72 MONTHLY,MONTHLY,0,15667.67,30585.04,28585.04,0,0,0,12917.37,0,0,3855,2669 CRYSTAL LN,Lawrenceville,GA,30044-
15797,2011,Kia,Optima,KNAGM4A74B5182570,0,1/11/2020,BS,29.8,7005.08,10537.22,1/25/2020,210.19,0,1700,3/21/2020,3/17/2020,75,75 BI-WEEKLY,BI-WEEKLY,0,10537.22,17464.25,15764.25,0,0,0,5227.03,282.14,563.05,3795,449 ARBOR RIDGE,Stone Mountain,GA,30087-
15798,2014,Dodge,Charger,2C3CDXBG1EH215432,0,2/25/2020,BS,29.8,8008.62,12858.62,3/13/2020,250.88,0,2100,3/13/2020,3/9/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,13358.62,22168.64,20068.64,0,0,0,6710.02,0,0,3922,4734 ANN CIRCLE,Powder Springs,GA,30127-
15799,2012,Hyundai,Sonata,5NPEB4AC2CH484549,0,3/4/2020,BS,29.8,5174.51,10746.45,3/18/2020,209.15,0,2000,1/20/2021,1/13/2021,78,78 BI-WEEKLY,BI-WEEKLY,0,10746.45,18313.7,16313.7,0,0,0,5567.25,2071.94,2529.36,3996,2979 LAKE RIDGE DRIVE,Conyers,GA,30094-
15800,2014,Nissan,Sentra,3N1AB7AP1EL616662,0,1/22/2020,BS,29.8,7814.96,11130.55,2/5/2020,216.63,0,1120,5/13/2020,5/2/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11130.55,18017.14,16897.14,0,0,0,5766.59,565.59,900.93,3825,6671 CHURCH ST,Douglasville,GA,30134-
15801,2010,Nissan,Altima,1N4AL2AP4AN400009,0,1/4/2020,BS,29.8,6291.08,9703.4,1/18/2020,198.67,0,1000,3/14/2020,3/3/2020,72,72 BI-WEEKLY,BI-WEEKLY,0,9703.4,15304.24,14304.24,0,0,0,4600.84,362.32,432.36,3770,3876 AUSTIN CIRCLE,Decatur,GA,30032-
15802,2013,Dodge,Avenger,1C3CDZCB7DN653487,0,1/11/2020,BS,29.8,8837.78,10153.62,1/25/2020,211.73,0,1200,7/25/2020,7/25/2020,70,70 BI-WEEKLY,BI-WEEKLY,0,10553.62,16421.1,15221.1,0,0,0,4667.48,1315.84,1525.46,3791,1356 CONLEY RD,Conley,GA,30288-
15803,2012,Ford,Escape,1FMCU0C77CKB75568,0,1/13/2020,BS,29.8,9488.87,10279.25,1/27/2020,214.34,0,1500,6/1/2020,6/3/2020,70,70 BI-WEEKLY,BI-WEEKLY,0,10279.25,16503.8,15003.8,0,0,0,4724.55,684.88,1149.84,3799,9679 RABUN WAY,Jonesboro,GA,30238-
15804,2011,Dodge,Nitro,1D4PT4GK6BW601632,0,1/30/2020,BS,29.8,3946.75,10762.85,2/14/2020,209.65,0,1500,12/4/2020,11/23/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,10762.85,17852.7,16352.7,0,0,0,5589.85,2016.1,2386.55,3801,639 GARDEN WALK BLVD,Atlanta,GA,30349-
15805,2003,Lexus,GX 470,JTJBT20X130015729,0,1/31/2020,BS,29.8,3582.72,9747.32,2/15/2020,231.38,0,3035,12/1/2020,11/11/2020,60,60 SEMI-MONTHLY,SEMI-MONTHLY,0,9747.32,16917.8,13882.8,0,0,0,4135.48,2133.22,1861.3,3852,2194 BRISTOL COURT,Jonesboro,GA,30236
15806,2012,Hyundai,Sonata,5NPEB4AC2CH433780,0,2/7/2020,OK,22.99,686,11099.4,3/7/2020,353.79,150.35,1314,3/7/2020,2/10/2020,48,48 MONTHLY,MONTHLY,0,11785.4,19132.27,17818.27,0,0,0,6032.87,0,0,3868,197 SNAPFINGER TRL,Stockbridge,GA,30281-
15807,2013,Ford,Fusion,3FA6P0HR2DR317735,0,12/27/2019,BS,29.8,6861.12,11111.12,1/10/2020,212.9,0,1800,1/10/2020,,80,80 BI-WEEKLY,BI-WEEKLY,0,11111.12,18832,17032,0,0,0,5920.88,0,0,3758,6008 BIRDSEYE TRAIL,Atlanta,GA,30349-
15808,2013,Dodge,Charger,2C3CDXFG1DH571842,0,1/30/2020,O,22.99,0,12364.16,2/29/2020,358,62.32,2800,2/29/2020,2/3/2020,57,57 MONTHLY,MONTHLY,0,12364.16,23268.32,20468.32,0,0,0,8104.16,0,0,3845,1353 BLAZING RIDGE W,Lawrenceville,GA,30046-
15809,2007,Hyundai,Santa Fe,5NMSH13E27H102716,0,1/9/2020,BS,29.8,5385.23,8675.72,1/25/2020,190.35,0,1000,6/13/2020,6/10/2020,65,65 BI-WEEKLY,BI-WEEKLY,0,8675.72,13372.75,12372.75,0,0,0,3697.03,890.49,1012.96,3784,10920 COVINGTON BYPASS RD,Covington,GA,30014
15811,2011,Hyundai,Sonata,5NPEC4AB4BH302840,0,4/27/2020,BS,29.8,5015.88,9648.5,5/11/2020,187.79,0,1600,2/14/2022,1/31/2022,78,78 BI-WEEKLY,BI-WEEKLY,0,9648.5,16247.62,14647.62,0,0,0,4999.12,4632.62,4019.08,4158,2244 CLAYTON RDG,Lithonia,GA,30058-
15812,2013,Hyundai,Genesis,KMHGC4DD1DU251551,0,1/31/2020,BS,29.8,480.75,10563.15,2/14/2020,231.38,0,1435,9/24/2021,9/24/2021,65,65 BI-WEEKLY,BI-WEEKLY,0,10963.15,16874.7,15439.7,0,0,0,4476.55,5857.4,3874.66,3849,8584 JAMESTOWN WAY,Jonesboro,GA,30238-
15813,2009,Toyota,Camry,4T1BE46K39U892286,0,2/26/2020,BS,29.8,5951.97,8429.02,3/13/2020,184.94,0,1800,6/5/2020,5/26/2020,65,65 BI-WEEKLY,BI-WEEKLY,0,8429.02,13821.1,12021.1,0,0,0,3592.08,292.11,603.89,3934,1499 KESSOCK WAY,Stone Mountain,GA,30083-
15814,2012,Nissan,Altima,1N4AL2AP6CC151940,0,2/10/2020,BS,29.8,795.88,9420.82,2/25/2020,206.53,0,1300,9/21/2021,10/13/2021,65,65 BI-WEEKLY,BI-WEEKLY,0,9420.82,14724.45,13424.45,0,0,0,4003.63,4630.91,3581.04,3875,101 EASTWICK CIR,Decatur,GA,30032-
15815,2007,Lexus,RX 350,2T2HK31U17C021662,0,2/13/2020,BS,29.8,11666.91,13317.3,2/29/2020,259.61,0,1800,11/7/2020,10/26/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,13317.3,22049.58,20249.58,0,0,0,6932.28,2150.39,2522.59,3881,2284 E DUNWOODY CROSSING,Atlanta,GA,30338-
15816,2014,Ford,Focus,1FADP3F23EL243823,0,2/26/2020,BS,29.8,3907.9,9760.8,3/11/2020,196.36,0,1500,3/9/2022,2/24/2022,74,74 BI-WEEKLY,BI-WEEKLY,0,9760.8,16030.64,14530.64,0,0,0,4769.84,5852.9,4347.82,3932,2479 ABNER TERRACE NW,Atlanta,GA,30318-
15817,2012,Chevrolet,Malibu,1G1ZA5EU8CF369261,0,1/9/2020,BS,29.8,8462.08,9625.95,1/24/2020,203.02,0,1100,9/24/2020,10/10/2020,72,72 SEMI-MONTHLY,SEMI-MONTHLY,0,9625.95,15717.44,14617.44,0,0,0,4991.49,1131.64,2048.53,3783,60 HEERY RD,Newnan,GA,30263-
15818,2015,Hyundai,Sonata,5NPE24AF7FH127074,0,2/28/2020,OK,22.99,500,13529.15,3/28/2020,417.99,0,2000,3/28/2020,3/2/2020,51,51 MONTHLY,MONTHLY,0,14029.15,23817.49,21817.49,0,0,0,7788.34,0,0,3960,2962 HUMPHRIES DR SE,LILBURN,GA,30047
15819,2012,Dodge,Avenger,1C3CDZCB0CN182863,0,2/27/2020,BS,29.8,6573.9,10057.9,3/16/2020,239.34,0,2666,5/1/2020,5/26/2020,60,60 SEMI-MONTHLY,SEMI-MONTHLY,0,10057.9,17026.4,14360.4,0,0,0,4302.5,234,615.02,3950,330 ARROWHEAD BLVD,Jonesboro,GA,30236-
15820,2016,Chrysler,200,1C3CCCAB8GN152583,0,2/26/2020,BS,29.8,5157.88,10952.48,3/14/2020,224.79,0,2000,11/21/2020,10/24/2020,72,72 BI-WEEKLY,BI-WEEKLY,0,10952.48,18184.88,16184.88,0,0,0,5232.4,2294.6,1976.49,3929,6302 HICKORY  LANE CIRCLE,Union City,GA,30291-
15821,2015,Chrysler,200,1C3CCCAB6FN731134,0,2/10/2020,BS,29.8,0,11585.85,2/24/2020,220.32,0,1800,,2/24/2020,81,81 BI-WEEKLY,BI-WEEKLY,0,11585.85,19645.92,17845.92,0,0,0,6260.07,308.21,132.43,3873,728 DEER LAKE TRL,Stone Mountain,GA,30087-
15823,2013,Volkswagen,Passat,1VWBH7A38DC081186,0,4/10/2020,BS,29.8,5435.34,10798.72,4/28/2020,210.86,0,1200,2/15/2022,2/23/2022,78,78 BI-WEEKLY,BI-WEEKLY,0,11098.72,17947.08,16747.08,0,0,0,5648.36,5363.38,4700.08,4091,1310 STONEVIEW TRAIL,LILBURN,GA,30047
15824,2014,Dodge,Charger,2C3CDXBG3EH243507,0,1/31/2020,BS,29.8,8214.35,12458.62,2/14/2020,255.08,0,2500,5/8/2020,5/13/2020,72,72 BI-WEEKLY,BI-WEEKLY,0,12958.62,21365.76,18865.76,0,0,0,5907.14,494.27,1033.98,3850,320 VETERANS DR,Thomaston,GA,30286-
15826,2013,Chrysler,200,1C3CCBBB1DN718622,0,2/22/2020,BS,29.8,5690.2,8450.55,3/6/2020,184.95,0,1800,5/15/2020,5/8/2020,65,65 BI-WEEKLY,BI-WEEKLY,0,8450.55,13821.75,12021.75,0,0,0,3571.2,410.35,514.4,3912,325 DOLLAR MILL RD SW,Atlanta,GA,30331-
15827,2014,Dodge,Avenger,1C3CDZAB2EN160871,0,2/25/2020,BS,29.8,994.62,7486.42,3/10/2020,163.99,0,1800,5/18/2021,5/27/2021,65,65 BI-WEEKLY,BI-WEEKLY,0,7486.42,12459.35,10659.35,0,0,0,3172.93,2791.8,2317.9,3925,5100 WEST MOUNTAIN STREET,Stone Mountain,GA,30083-
15829,2013,Nissan,Rogue,JN8AS5MT5DW007274,0,2/17/2020,BS,29.8,6809.26,11094.62,3/6/2020,216.64,0,1200,5/29/2020,6/5/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11594.62,18597.92,17397.92,0,0,0,5803.3,268.72,915.37,3894,5182 MARTINS CROSSING RD,Stone Mountain,GA,30088-
15830,2007,Acura,MDX,2HNYD28257H511051,0,2/21/2020,BS,29.8,4703.76,11744.4,3/6/2020,228.58,0,1200,3/5/2021,2/19/2021,78,78 BI-WEEKLY,BI-WEEKLY,1,12344.4,20329.24,18429.24,700,300,0,6084.84,2840.64,3102.44,3906,775 HERITAGE VALLEY RD.,Norcross,GA,30093-
15831,2010,Acura,MDX,2HNYD2H26AH509249,0,1/30/2020,BS,29.8,717.19,10604.3,2/13/2020,221.12,0,3300,10/8/2021,10/9/2021,70,70 BI-WEEKLY,BI-WEEKLY,0,11104.3,19278.4,15978.4,0,0,0,4874.1,5362.11,4135.02,3844,17 DAVENPORT STREET,MC Caysville,GA,30555-
15832,2009,Lexus,ES 350,JTHBJ46G492289501,0,3/6/2020,BS,29.8,0,11829.48,3/13/2020,228.91,0,2000,,7/13/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11829.48,19854.98,17854.98,0,0,0,6025.5,854.26,1207.13,4005,950 HERRINGTON RD,Lawrenceville,GA,30044-
15833,2014,Nissan,Altima,1N4AL3AP6EC173218,0,2/20/2020,BS,29.8,7283.58,11433.58,3/6/2020,230.21,0,1400,3/6/2020,,74,74 BI-WEEKLY,BI-WEEKLY,0,11433.58,18435.54,17035.54,0,0,0,5601.96,0,0,3902,6807 TREE MOUNTAIN PARKWAY,Stone Mountain,GA,30083-
15834,2013,Hyundai,Sonata,5NPEC4AC0DH677443,0,2/7/2020,BS,29.8,4838.23,11841.78,2/14/2020,225.6,0,1500,2/12/2021,2/12/2021,80,80 BI-WEEKLY,BI-WEEKLY,0,11841.78,19548,18048,0,0,0,6206.22,2703.55,3210.85,3867,1173 OAKS PL,Stone Mountain,GA,30083-
15836,2010,Toyota,Highlander,5TDZK3EH6AS003744,0,2/29/2020,BS,29.8,0,11390.98,3/6/2020,220.25,0,4000,,10/29/2021,78,78 BI-WEEKLY,BI-WEEKLY,0,11390.98,21179.5,17179.5,0,0,0,5788.52,5231.55,4459.45,3972,379 HILTOP CIRCLE EXT SW,Mableton,GA,30126-
15837,2012,Kia,Optima,KNAGM4AD5C5023466,0,1/20/2020,BS,29.8,0,10029.02,2/5/2020,219.45,0,2700,,11/6/2020,68,68 SEMI-MONTHLY,SEMI-MONTHLY,0,10029.02,17622.6,14922.6,0,0,0,4893.58,1867.18,2184.37,3816,1048 FLAT SHOALS RD,Atlanta,GA,30349-
15838,2014,Kia,Forte,KNAFX4A61E5217984,0,2/6/2020,BS,29.8,5940.52,9890.52,2/14/2020,191.55,0,1900,2/14/2020,,78,78 BI-WEEKLY,BI-WEEKLY,0,9890.52,16840.9,14940.9,0,0,0,5050.38,0,0,3862,125 CROWN DR,Mcdonough,GA,30253-
15839,2011,Hyundai,Veracruz,KM8NU4CC6BU140908,0,1/22/2020,BS,29.8,0,14442.45,2/2/2020,341.69,0,1600,,3/5/2021,60,60 SEMI-MONTHLY,SEMI-MONTHLY,0,14442.45,22101.4,20501.4,0,0,0,6058.95,5326.9,3972.76,3826,4111 RUE SAINT MICHAEL,Stone Mountain,GA,30083-
15840,2016,Mitsubishi,Lancer,JA32U2FU6GU010889,0,2/29/2020,BS,29.8,3481.16,7857.15,3/14/2020,139.51,0,3500,10/10/2020,11/4/2020,91,91 BI-WEEKLY,BI-WEEKLY,0,7857.15,16195.41,12695.41,0,0,0,4838.26,875.99,1211.66,3975,44 BYRON ROAD,Young Harris,GA,30582-
15841,2015,Kia,Forte,KNAFX4A66F5352380,0,2/21/2020,OK,24.99,0,8988.53,3/21/2020,355.65,90.86,1500,3/21/2020,3/6/2020,36,36 MONTHLY,MONTHLY,0,9488.53,14894.26,13394.26,0,0,0,3905.73,0,0,3903,2355 ANAMANDA CLOSE,Norcross,GA,30071-
15842,2014,Dodge,Avenger,1C3CDZCB5EN117364,0,1/25/2020,BS,29.8,6065.61,10506.92,2/8/2020,215.12,0,1800,3/7/2020,2/22/2020,72,72 BI-WEEKLY,BI-WEEKLY,0,10506.92,17288.64,15488.64,0,0,0,4981.72,191.31,238.93,3836,2101 TREEHILL PARKWAY,Stone Mountain,GA,30088-
15843,2012,Hyundai,Sonata,5NPEB4AC1CH423774,0,1/21/2020,BS,29.8,7439.89,10546.45,2/4/2020,231.01,0,1700,3/17/2020,3/6/2020,65,65 BI-WEEKLY,BI-WEEKLY,0,10546.45,16715.65,15015.65,0,0,0,4469.2,256.56,382.46,3822,1887 DULUTH HWY,Lawrenceville,GA,30043
15844,2007,Lexus,ES 350,JTHBJ46G372024680,0,2/7/2020,BS,29.8,3417.8,8569,2/14/2020,186.62,0,1700,2/12/2021,2/12/2021,65,65 BI-WEEKLY,BI-WEEKLY,0,8569,13830.3,12130.3,0,0,0,3561.3,2680.84,2224.34,3866,5804 SHELDON CT,Atlanta,GA,30349-
15846,2014,Volkswagen,Passat,1VWBT7A39EC041862,0,1/28/2020,BS,29.8,0,10664.32,2/6/2020,221.46,0,1700,,10/6/2020,70,70 BI-WEEKLY,BI-WEEKLY,0,10664.32,17202.2,15502.2,0,0,0,4837.88,1859.7,2127.24,3842,436 HOPKINS STREET,Atlanta,GA,30310-
15847,2013,Nissan,Altima,1N4AL3AP8DN454021,0,2/14/2020,BS,29.8,7664.8,11014.8,2/28/2020,214.38,0,1000,2/28/2020,2/21/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11514.8,18221.64,17221.64,0,0,0,5706.84,0,0,3885,3301 HENDERSON MILL ROAD,Atlanta,GA,30341-
15848,2007,Toyota,Camry,4T1BE46KX7U145894,0,1/22/2020,BS,29.8,4645.29,7187,2/1/2020,161.11,0,1000,6/1/2020,6/5/2020,65,65 SEMI-MONTHLY,SEMI-MONTHLY,0,7187,11472.15,10472.15,0,0,0,3285.15,541.71,761.69,3827,3525 TRAVIS BLVD,Macon,GA,31206-
15849,2015,Volkswagen,Passat,1VWAT7A3XFC078061,0,6/3/2020,BS,29.8,10344.29,11340.75,6/19/2020,221.08,0,1600,10/25/2020,9/16/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11740.75,19244.24,17644.24,0,0,0,5903.49,1396.46,934.54,4302,1940 ATLANTA ROAD,Smyrna,GA,30080-
15850,2007,Chrysler,Aspen,1A8HW58PX7F563301,0,2/27/2020,BS,29.8,0,9179.82,3/12/2020,187.95,0,2000,,7/23/2021,72,72 BI-WEEKLY,BI-WEEKLY,0,9179.82,15532.4,13532.4,0,0,0,4352.58,8566.69,2999.31,3948,4101 SWEET WATER CT SE,Conyers,GA,30094-
15852,2010,Chevrolet,Malibu,1G1ZB5EB7AF140840,0,2/13/2020,BS,29.8,6504.91,9783.92,2/29/2020,183.63,0,1400,3/28/2020,3/14/2020,83,83 BI-WEEKLY,BI-WEEKLY,0,9783.92,16641.29,15241.29,0,0,0,5457.37,129.01,239.25,3880,3408 TREEHILLS PKWY,Stone Mountain,GA,30088-
15853,2009,Chevrolet,Tahoe,1GNFC33059J125136,0,2/19/2020,BS,29.8,4581.24,14043.7,3/4/2020,273.33,0,2000,6/24/2020,7/2/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,14543.7,23819.74,21819.74,0,0,0,7276.04,762.46,1500.41,3898,2312 PRYOR ROAD SW,Atlanta,GA,30315-
15854,2013,Nissan,Altima,1N4AL3AP8DC233403,0,2/27/2020,BS,29.8,6859.75,11480.28,3/14/2020,223.8,0,1400,5/9/2020,5/4/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11880.28,19256.4,17856.4,0,0,0,5976.12,270.53,624.67,3900,3210 QUAILS LAKE VILLAGE LN.,Norcross,GA,30092-
15855,2015,Hyundai,Sonata,5NPE24AF6FH176623,0,2/11/2020,BS,29.8,0,12028.9,2/28/2020,246.89,0,1400,,6/28/2021,72,72 BI-WEEKLY,BI-WEEKLY,0,12028.9,19176.08,17776.08,0,0,0,5747.18,4505.16,4135.99,3877,844 HUGHES TRACE,Stone Mountain,GA,30083-
15856,2013,Chevrolet,Malibu,1G11A5SA9DU131584,0,2/20/2020,BS,29.8,7952.3,11094.62,3/6/2020,216.11,0,1500,5/29/2020,5/26/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11294.62,18556.58,17056.58,0,0,0,5761.96,442.32,854.34,3901,8050 TAYLOR RD,Riverdale,GA,30274-
15857,2012,Lexus,IS 250 F Sport,JTHBF5C29C5184071,0,4/30/2020,BS,29.8,3089.71,13975.02,5/15/2020,264,0,3000,11/26/2021,12/11/2021,82,82 BI-WEEKLY,BI-WEEKLY,0,14475.02,25148,22148,0,0,0,7672.98,4885.31,5710.61,4167,1400 MALL OF GEORGIA BLVD,Buford,GA,30519-
15858,2013,Nissan,Altima,1N4AL3AP1DC140786,0,2/27/2020,BS,29.8,5770.83,10480.28,3/12/2020,203.97,0,1800,10/22/2020,11/13/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,10480.28,17709.66,15909.66,0,0,0,5429.38,1609.45,1978.84,3946,7712 AUTRY CIRCLE,Douglasville,GA,30134-
15859,2013,Hyundai,Elantra,KMHDH6AE7DU008520,0,2/19/2020,O,22.99,0,9716.73,3/20/2020,299.99,35.43,2000,3/20/2020,2/21/2020,51,51 MONTHLY,MONTHLY,0,9716.73,17334.92,15334.92,0,0,0,5618.19,0,0,3899,7013 GLEN VALLEY WAY,Fairburn,GA,30213-
15860,2015,Chevrolet,Equinox,2GNALAEK2F6103794,0,2/11/2020,OK,22.99,0,13983.71,3/11/2020,432.04,0,1000,3/11/2020,3/4/2020,51,51 MONTHLY,MONTHLY,0,14733.71,23784.04,22784.04,0,0,0,8050.33,0,0,3876,3395 WICKUM RD.,Atlanta,GA,30349-
