AccountNo,Year,Make,Model,VIN,Odometer,SaleDate,TypeDeal,APR,CurrentBalance,AmtToFinance,FirstPayDueDate,PaymentAmount,LastPayAmount,Down,NextPaymentDate,LastPaymentDate,NumberOfPayments,PaymentTerms,PaymentPeriod,NumberTradins,OpenBalance,TotalSalePrice,TotalOfPayments,TradeIn,TradeACV,TradePayoff,FinanceCharge,PrinCollected,IntCollected,SaleNo,Address,City,State,Zip
112,2001,TOYOTA,CAMRY SOLARA SE,2T1CG22P41C471008,123873,8/14/2012,WHOLE,0,0,0,,0,0,2655,,,0,,,0,2655,2655,0,0,0,0,0,0,0,236,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2008,Chrysler,PT Cruiser,3A8FY48B78T155992,111230,5/15/2017,WHOLE,0,0,0,,0,0,0,,,0,,,0,1200,1200,0,0,0,0,0,0,0,1827,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2008,GMC,Yukon XL,1GKFK66868J205854,0,3/5/2020,WHOLE,0,0,0,,0,0,3930,,,0,,,0,0,4300,0,0,0,0,0,0,0,4003,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2005,CHRYSLER,PT CRUISER TOURING E,3C3EY55E35T613809,74603,7/7/2011,WHOLE,0,0,0,,0,0,3980,,,0,,,0,3980,3980,0,0,0,0,0,0,0,177,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,1997,LEXUS,ES 300  4D SEDAN,JT8BF22GXV0001692,185373,9/15/2011,WHOLE,0,0,0,,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,,168,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2006,FORD,EXPEDITION XLT 4D UT,1FMPU15526LA94575,101499,9/14/2012,WHOLE,0,0,0,,0,0,4775,,,0,,,0,4775,4775,0,0,0,0,0,0,0,252,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2007,MINI,COOPER  2D HATCHBACK,WMWMF33527TU61537,0,12/11/2015,WHOLE,0,0,0,,0,0,0,,,0,,,0,2355,2500,0,0,0,0,0,0,0,1211,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2007,JEEP,PATRIOT,1J8FT48W97D295712,0,2/28/2017,WHOLE,0,0,0,,0,0,0,,,0,,,0,2360,2600,0,0,0,0,0,0,0,1758,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2002,CHEVROLET,TRAILBLAZER  LT,1GNDT13S522165665,168561,4/26/2012,WHOLE,0,0,0,,0,0,2462,,,0,,,0,2462,2462,0,0,0,0,0,0,0,216,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2002,CHRYSLER,SEBRING LXI 4D SEDAN,1C3EL56R32N145883,97374,6/26/2012,WHOLE,0,0,0,,0,0,2600,,,0,,,0,2600,2600,0,0,0,0,0,0,0,230,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2005,CHRYSLER,PT CRUISER TOUR,3C3EY55E35T312912,0,11/11/2010,WHOLE,0,0,0,,0,0,0,,,0,,,0,1965,1965,0,0,0,0,0,0,0,176,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2011,Hyundai,Sonata,5NPEC4AC9BH081423,0,6/13/2018,WHOLE,0,0,0,,0,0,2300,,,0,,,0,0,2500,0,0,0,0,0,0,0,2656,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2000,MERCEDES-BEN,S CLASS S430 4D SEDA,WDBNG70J9YA114859,0,9/15/2018,WHOLE,0,0,0,,0,0,1000,,,0,,,0,0,1200,0,0,0,0,0,0,0,2861,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2002,JEEP,GRAND CHEROKEE,1J4GX48S92C125226,0,2/12/2011,WHOLE,0,0,0,,0,0,2780,,,0,,,0,2780,2780,0,0,0,0,0,0,0,117,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,1993,HONDA,CIVIC EX 2D COUPE,2HGEJ1250PH006776,314906,4/21/2011,WHOLE,0,0,0,,0,0,1165,,,0,,,0,1165,1165,0,0,0,0,0,0,0,173,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2013,Nissan,Altima,1N4AL3AP3DN427017,132270,9/26/2018,WHOLE,0,0,0,,0,0,4000,,,0,,,0,0,4200,0,0,0,0,0,0,0,2890,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2008,Mini,Cooper,WMWMF73528TV37508,80741,2/28/2018,WHOLE,0,0,0,,0,0,2670,,,0,,,0,0,2870,0,0,0,0,0,0,0,2419,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2004,PONTIAC,GRAND AM SE SED,1G2NE52F14M598575,0,10/7/2010,WHOLE,0,0,0,,0,0,0,,,0,,,0,2600,2600,0,0,0,0,0,0,0,109,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2015,Chrysler,200,1C3CCCAB3FN681616,0,4/6/2021,WHOLE,0,0,0,,0,0,1275,,,0,,,0,0,1530,0,0,0,0,0,0,0,5031,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2006,Jeep,Commander,1J8HH48K26C226503,217835,5/15/2017,WHOLE,0,0,0,,0,0,0,,,0,,,0,1300,1300,0,0,0,0,0,0,0,1828,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2002,PONTIAC,GRAND AM GT 4D,1G2NW52E22M627681,0,8/25/2011,WHOLE,0,0,0,,0,0,2050,,,0,,,0,2050,2050,0,0,0,0,0,0,0,159,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2013,Chevrolet,Impala,2G1WG5E39D1230029,0,4/6/2021,WHOLE,0,0,0,,0,0,945,,,0,,,0,0,1200,0,0,0,0,0,0,0,5032,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2011,Chevrolet,Malibu,1G1ZC5EUXBF342930,0,3/24/2021,WHOLE,0,0,0,,0,0,1370,,,0,,,0,0,1600,0,0,0,0,0,0,0,4979,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2006,FORD,EXPLORER XLT 4D UTIL,1FMEU63E96ZA26701,142832,8/14/2012,WHOLE,0,0,0,,0,0,3945,,,0,,,0,3945,3945,0,0,0,0,0,0,0,237,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2002,Nissan,Xterra,5N1ED28T62C591680,0,4/3/2017,WHOLE,0,0,0,,0,0,1100,,,0,,,0,0,1300,0,0,0,0,0,0,0,1789,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2013,Kia,Forte,KNAFT4A23D5719774,0,4/6/2021,WHOLE,0,0,0,,0,0,2945,,,0,,,0,0,3200,0,0,0,0,0,0,0,5033,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2013,Ford,Escape,1FMCU0GX0DUC37599,0,4/6/2021,WHOLE,0,0,0,,0,0,2270,,,0,,,0,0,2500,0,0,0,0,0,0,0,5034,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2010,Dodge,Nitro,1D4PT7GX8AW163501,0,4/6/2021,WHOLE,0,0,0,,0,0,1270,,,0,,,0,0,1500,0,0,0,0,0,0,0,5035,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2012,Nissan,Altima,1N4AL2AP7CC129221,0,4/11/2020,WHOLE,0,0,0,,0,0,2800,,,0,,,0,0,3000,0,0,0,0,0,0,0,4106,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2010,Chevrolet,Malibu,1G1ZB5EB7AF140840,0,3/24/2021,WHOLE,0,0,0,,0,0,2170,,,0,,,0,0,2400,0,0,0,0,0,0,0,4980,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2006,MINI,COOPER,WMWRH33576TK57184,0,1/21/2016,WHOLE,0,0,0,,0,0,0,,,0,,,0,2500,2700,0,0,0,0,0,0,0,1346,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2012,Hyundai,Elantra,KMHDH4AE3CU389348,0,4/11/2020,WHOLE,0,0,0,,0,0,3340,,,0,,,0,0,3570,0,0,0,0,0,0,0,4104,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2002,AUDI,A4  4D SEDAN 1.,WAUJC68E92A291736,142819,9/29/2011,WHOLE,0,0,0,,0,0,3925,,,0,,,0,3925,3925,0,0,0,0,0,0,0,175,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2014,Nissan,Sentra,3N1AB7AP5EL692336,0,3/24/2021,WHOLE,0,0,0,,0,0,1470,,,0,,,0,0,1700,0,0,0,0,0,0,0,4981,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2002,ACURA,CL  2D COUPE,19UYA42482A003055,114311,4/4/2013,WHOLE,0,0,0,,0,0,0,,,0,,,0,2875,2875,0,0,0,0,0,0,0,256,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2006,BMW,3-SERIES 325I 4,WBAVB13546PT25163,0,3/2/2018,WHOLE,0,0,0,,0,0,1295.94,,,0,,,0,0,1495.94,0,0,0,0,0,0,0,2418,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2005,Nissan,Murano,JN8AZ08W25W408253,0,3/2/2018,WHOLE,0,0,0,,0,0,1400,,,0,,,0,0,1600,0,0,0,0,0,0,0,2448,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2016,Chrysler,200,1C3CCCAB3GN113710,0,5/21/2020,WHOLE,0,0,0,,0,0,2750,,,0,,,0,0,3000,0,0,0,0,0,0,0,4256,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2010,Nissan,Murano,JN8AZ1MUXAW021485,0,3/24/2021,WHOLE,0,0,0,,0,0,1110,,,0,,,0,0,1300,0,0,0,0,0,0,0,4983,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2000,NISSAN,MAXIMA  GLE  4D,JN1CA31A7YT223345,131950,10/3/2012,WHOLE,0,0,0,,0,0,3220,,,0,,,0,3220,3220,0,0,0,0,0,0,0,253,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2005,CHEVROLET,IMPALA LS 4D SEDAN,2G1WH52K359279898,118822,7/21/2011,WHOLE,0,0,0,,0,0,4205,,,0,,,0,4205,4205,0,0,0,0,0,0,0,150,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,1999,LEXUS,RX 300  4D UTILITY F,JT6GF10U9X0025129,191901,6/30/2011,WHOLE,0,0,0,,0,0,0,,,0,,,0,4530,4530,0,0,0,0,0,0,0,148,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2014,Dodge,Charger,2C3CDXBG2EH375061,0,5/21/2020,WHOLE,0,4720,0,,0,0,0,,,0,,,0,4720,5000,0,0,0,0,0,,,4257,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2009,Chevrolet,Malibu,1G1ZK57B59F192329,0,8/13/2018,WHOLE,0,0,0,,0,0,1670,,,0,,,0,0,1900,0,0,0,0,0,0,0,2801,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2007,Cadillac,CTS,1G6DP577970121507,0,8/9/2019,WHOLE,0,0,0,,0,0,670,,,0,,,0,0,900,0,0,0,0,0,0,0,3502,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2000,FORD,WINDSTAR VANS  SEL,2FMZA5343YBA31006,141351,9/8/2011,WHOLE,0,0,0,,0,0,1950,,,0,,,0,1950,1950,0,0,0,0,0,0,0,163,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2008,Chevrolet,Suburban,1GNFC16038J220292,0,4/28/2020,WHOLE,0,0,0,,0,0,5800,,,0,,,0,0,6000,0,0,0,0,0,0,0,4258,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2009,Nissan,Murano,JN8AZ18U59W005765,0,9/13/2018,WHOLE,0,0,0,,0,0,2410,,,0,,,0,0,2640,0,0,0,0,0,0,0,2859,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2012,Kia,Sorento,5XYKT3A65CG269629,0,4/28/2020,WHOLE,0,0,0,,0,0,6300,,,0,,,0,0,6500,0,0,0,0,0,0,0,4259,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2009,NISSAN,ALTIMA  S  4D SEDAN,1N4AL21E39N430211,67842,8/14/2012,WHOLE,0,0,0,,0,0,10750,,,0,,,0,10750,10750,0,0,0,0,0,0,0,243,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2009,Nissan,Altima,1N4AL21E69N505113,164532,3/26/2019,WHOLE,0,0,0,,0,0,1270,,,0,,,0,0,1500,0,0,0,0,0,0,0,3276,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2006,GMC,Envoy,1GKDS13S662130090,176444,1/16/2019,WHOLE,0,0,0,,0,0,1000,,,0,,,0,0,1200,0,0,0,0,0,0,0,3031,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2005,CHRYSLER,PT CRUISER  4D UTILI,3C4FY48B45T512435,128605,3/31/2011,WHOLE,0,0,0,,0,0,0,,,0,,,0,4155,4155,0,0,0,0,0,0,0,125,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2011,Mercedes-Benz,C Class,WDDGF5EB4BR151299,106610,6/7/2018,WHOLE,0,0,0,,0,0,5610,,,0,,,0,0,6100,0,0,0,0,0,0,0,2642,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2013,Nissan,Altima,1N4AL3AP3DC271783,0,3/9/2020,WHOLE,0,0,0,,0,0,3550,,,0,,,0,0,3800,0,0,0,0,0,0,0,4020,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2003,NISSAN,MURANO  SL  4D UTILI,JN8AZ08T93W102248,140444,3/21/2015,WHOLE,0,0,0,,0,0,4200,,,0,,,0,4200,4200,0,0,0,0,0,0,0,275,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2010,Ford,Explorer,1FMEU6FE7AUA31753,0,12/8/2020,WHOLE,0,0,0,,0,0,1875,,,0,,,0,0,2100,0,0,0,0,0,0,0,4757,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2004,NISSAN,ALTIMA  S  4D SEDAN,1N4AL11D94C146183,160158,5/26/2011,WHOLE,0,0,0,,0,0,4130,,,0,,,0,4130,4130,0,0,0,0,0,0,0,143,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
112,2006,Lexus,RX 400h,JTJHW31U560040195,0,3/25/2021,WHOLE,0,0,0,,0,0,3570,,,0,,,0,0,3800,0,0,0,0,0,0,0,4988,4900 BUFFINGTON ROAD,COLLEGE PARK,GA,30349
